station_name,station_lat,station_lon,nearest_river,pub_name,pub_lat,pub_lon,distance_to_pub_m
Kentish Town West,51.5469937,-0.1467554,River Fleet,Sir Robert Peel,51.5490983,-0.1527848,479.32964573
Kentish Town West,51.5469937,-0.1467554,River Fleet,Sir Robert Peel,51.5490983,-0.1527848,479.32964573
Kentish Town West,51.5469937,-0.1467554,River Fleet,The Dark Horse,51.5426466,-0.148964,507.34108451
Kidbrooke,51.4620317,0.0279002,River Quaggy,Old Tigers Head,51.4568581,0.0113057,1289.00665703
Kidbrooke,51.4620317,0.0279002,River Quaggy,Old Tigers Head,51.4568581,0.0113057,1289.00665703
Kidbrooke,51.4620317,0.0279002,River Quaggy,Duke of Edinburgh,51.4567562,0.0093084,1419.22542962
Kidbrooke,51.4620317,0.0279002,River Quaggy,Duke of Edinburgh,51.4567562,0.0093084,1419.22542962
Kidbrooke,51.4620317,0.0279002,River Quaggy,The Princess of Wales,51.4693066,0.0104427,1458.383132
King's Cross St Pancras,51.530609,-0.1239491,River Fleet,Betjeman Arms,51.5303041,-0.1247771,66.72494687
King's Cross St Pancras,51.530609,-0.1239491,River Fleet,Betjeman Arms,51.5303041,-0.1247771,66.72494687
King's Cross St Pancras,51.530609,-0.1239491,River Fleet,Camino,51.5312173,-0.1216741,171.7655482
King's Cross St Pancras,51.530609,-0.1239491,River Fleet,Camino,51.5312173,-0.1216741,171.7655482
King's Cross St Pancras,51.530609,-0.1239491,River Fleet,The Station Pantry,51.5316422,-0.1262534,196.93375421
Ladywell,51.4560257,-0.0191917,River Ravensbourne,The Jolly Farmer,51.4551359,-0.0161035,236.38294802
Ladywell,51.4560257,-0.0191917,River Ravensbourne,The Jolly Farmer,51.4551359,-0.0161035,236.38294802
Ladywell,51.4560257,-0.0191917,River Ravensbourne,Joiners Arms,51.4632432,-0.0107425,994.81176863
Ladywell,51.4560257,-0.0191917,River Ravensbourne,Joiners Arms,51.4632432,-0.0107425,994.81176863
Ladywell,51.4560257,-0.0191917,River Ravensbourne,Lewisham Tavern,51.462457,-0.0088954,1011.97266459
Lambeth North,51.4989328,-0.1120142,River Thames,The Horse & Stables,51.4991222,-0.1126532,49.12270935
Lambeth North,51.4989328,-0.1120142,River Thames,The Horse & Stables,51.4991222,-0.1126532,49.12270935
Lambeth North,51.4989328,-0.1120142,River Thames,The Hercules,51.4981906,-0.1125025,89.2666343
Lambeth North,51.4989328,-0.1120142,River Thames,The Hercules,51.4981906,-0.1125025,89.2666343
Lambeth North,51.4989328,-0.1120142,River Thames,Crown & Cushion,51.4994616,-0.1139642,147.64003952
Langdon Park,51.5152051,-0.0141164,Bow Creek,The Manor Arms,51.5107112,-0.0191418,609.66478779
Langdon Park,51.5152051,-0.0141164,Bow Creek,The Manor Arms,51.5107112,-0.0191418,609.66478779
Langdon Park,51.5152051,-0.0141164,Bow Creek,The Tommy Flowers,51.513588,-0.0053807,632.54664662
Langdon Park,51.5152051,-0.0141164,Bow Creek,The Tommy Flowers,51.513588,-0.0053807,632.54664662
Langdon Park,51.5152051,-0.0141164,Bow Creek,The Galvanisers Union,51.5233491,-0.0109754,931.94756893
Lea Bridge,51.5667512,-0.0371218,River Lee Flood Relief Channel,Hare and Hounds,51.5687971,-0.0287631,622.66833704
Lea Bridge,51.5667512,-0.0371218,River Lee Flood Relief Channel,Hare and Hounds,51.5687971,-0.0287631,622.66833704
Lea Bridge,51.5667512,-0.0371218,River Lee Flood Relief Channel,Untraditional Pub,51.5805937,-0.0322753,1576.33210702
Lea Bridge,51.5667512,-0.0371218,River Lee Flood Relief Channel,Untraditional Pub,51.5805937,-0.0322753,1576.33210702
Lea Bridge,51.5667512,-0.0371218,River Lee Flood Relief Channel,The Royal Sovereign,51.5626442,-0.0631966,1864.92848383
Lee,51.4496733,0.0146411,River Quaggy,Old Tigers Head,51.4568581,0.0113057,832.30309079
Lee,51.4496733,0.0146411,River Quaggy,Old Tigers Head,51.4568581,0.0113057,832.30309079
Lee,51.4496733,0.0146411,River Quaggy,Duke of Edinburgh,51.4567562,0.0093084,870.85320758
Lee,51.4496733,0.0146411,River Quaggy,Duke of Edinburgh,51.4567562,0.0093084,870.85320758
Lee,51.4496733,0.0146411,River Quaggy,Dirty South,51.4587707,-0.003004,1590.21300322
Leicester Square,51.5114642,-0.1282641,River Thames,Brewmaster,51.5113231,-0.1281015,19.33564033
Leicester Square,51.5114642,-0.1282641,River Thames,Brewmaster,51.5113231,-0.1281015,19.33564033
Leicester Square,51.5114642,-0.1282641,River Thames,Round Table,51.5109133,-0.1280618,62.8805288
Leicester Square,51.5114642,-0.1282641,River Thames,Round Table,51.5109133,-0.1280618,62.8805288
Leicester Square,51.5114642,-0.1282641,River Thames,The Moon Under Water,51.5102692,-0.1293371,152.39962859
Lewisham,51.4656437,-0.0139562,River Ravensbourne,The Rising Sun,51.4655611,-0.0183026,302.18317827
Lewisham,51.4656437,-0.0139562,River Ravensbourne,The Rising Sun,51.4655611,-0.0183026,302.18317827
Lewisham,51.4656437,-0.0139562,River Ravensbourne,Joiners Arms,51.4632432,-0.0107425,348.14684084
Lewisham,51.4656437,-0.0139562,River Ravensbourne,Joiners Arms,51.4632432,-0.0107425,348.14684084
Lewisham,51.4656437,-0.0139562,River Ravensbourne,Lewisham Tavern,51.462457,-0.0088954,499.39405784
Lewisham DLR,51.4649887,-0.0130109,River Ravensbourne,Joiners Arms,51.4632432,-0.0107425,250.12908393
Lewisham DLR,51.4649887,-0.0130109,River Ravensbourne,Joiners Arms,51.4632432,-0.0107425,250.12908393
Lewisham DLR,51.4649887,-0.0130109,River Ravensbourne,The Rising Sun,51.4655611,-0.0183026,373.21108803
Lewisham DLR,51.4649887,-0.0130109,River Ravensbourne,The Rising Sun,51.4655611,-0.0183026,373.21108803
Lewisham DLR,51.4649887,-0.0130109,River Ravensbourne,Lewisham Tavern,51.462457,-0.0088954,401.42138434
Leyton,51.5568183,-0.0051322,River Lea,The Leyton Engineer,51.5588363,-0.0075174,278.87844852
Leyton,51.5568183,-0.0051322,River Lea,The Leyton Engineer,51.5588363,-0.0075174,278.87844852
Leyton,51.5568183,-0.0051322,River Lea,Mother Kelly's E20,51.5480468,-0.0099843,1032.30669778
Leyton,51.5568183,-0.0051322,River Lea,Mother Kelly's E20,51.5480468,-0.0099843,1032.30669778
Leyton,51.5568183,-0.0051322,River Lea,Cheers Bar & Lounge,51.5461024,0.0046061,1370.28937333
Leyton Midland Road,51.5694492,-0.0070762,River Lea,Gravity Well Taproom,51.5697138,-0.007739,54.57592881
Leyton Midland Road,51.5694492,-0.0070762,River Lea,Gravity Well Taproom,51.5697138,-0.007739,54.57592881
Leyton Midland Road,51.5694492,-0.0070762,River Lea,The Leyton Engineer,51.5588363,-0.0075174,1181.17752774
Leyton Midland Road,51.5694492,-0.0070762,River Lea,The Leyton Engineer,51.5588363,-0.0075174,1181.17752774
Leyton Midland Road,51.5694492,-0.0070762,River Lea,Hare and Hounds,51.5687971,-0.0287631,1505.41962755
Limehouse,51.5128705,-0.0390456,River Thames,Star of the East,51.5122205,-0.0287538,718.12229676
Limehouse,51.5128705,-0.0390456,River Thames,Star of the East,51.5122205,-0.0287538,718.12229676
Limehouse,51.5128705,-0.0390456,River Thames,The Blacksmiths Arms,51.5051439,-0.0339857,928.65389681
Limehouse,51.5128705,-0.0390456,River Thames,The Blacksmiths Arms,51.5051439,-0.0339857,928.65389681
Limehouse,51.5128705,-0.0390456,River Thames,The Dean Swift,51.5139726,-0.0550705,1119.18768141
Limehouse DLR,51.5123504,-0.0394662,River Thames,Star of the East,51.5122205,-0.0287538,743.81499193
Limehouse DLR,51.5123504,-0.0394662,River Thames,Star of the East,51.5122205,-0.0287538,743.81499193
Limehouse DLR,51.5123504,-0.0394662,River Thames,The Blacksmiths Arms,51.5051439,-0.0339857,887.48495508
Limehouse DLR,51.5123504,-0.0394662,River Thames,The Blacksmiths Arms,51.5051439,-0.0339857,887.48495508
Limehouse DLR,51.5123504,-0.0394662,River Thames,The Dean Swift,51.5139726,-0.0550705,1098.19082071
Liverpool Street,51.5176777,-0.0825205,River Thames,Hamilton Hall,51.5174006,-0.0809601,112.61552403
Liverpool Street,51.5176777,-0.0825205,River Thames,Hamilton Hall,51.5174006,-0.0809601,112.61552403
Liverpool Street,51.5176777,-0.0825205,River Thames,The Botanist,51.5189552,-0.0836417,162.04445837
Liverpool Street,51.5176777,-0.0825205,River Thames,The Botanist,51.5189552,-0.0836417,162.04445837
Liverpool Street,51.5176777,-0.0825205,River Thames,The Bull,51.516962,-0.0803573,169.9635043
London Blackfriars,51.5104871,-0.1032417,River Thames,Rudds,51.5122568,-0.1016371,226.22153912
London Blackfriars,51.5104871,-0.1032417,River Thames,Rudds,51.5122568,-0.1016371,226.22153912
London Blackfriars,51.5104871,-0.1032417,River Thames,The Albion,51.5139036,-0.1045738,391.20075649
London Blackfriars,51.5104871,-0.1032417,River Thames,The Albion,51.5139036,-0.1045738,391.20075649
London Blackfriars,51.5104871,-0.1032417,River Thames,Crown & Sugar Loaf,51.5140324,-0.1050005,412.90879883
London Bridge,51.5054118,-0.0886993,River Thames,The Telephone Exchange,51.5050863,-0.0879148,65.40985403
London Bridge,51.5054118,-0.0886993,River Thames,The Telephone Exchange,51.5050863,-0.0879148,65.40985403
London Bridge,51.5054118,-0.0886993,River Thames,Nº 1 Bar,51.5060052,-0.08685,144.37915221
London Bridge,51.5054118,-0.0886993,River Thames,Nº 1 Bar,51.5060052,-0.08685,144.37915221
London Bridge,51.5048764,-0.0851473,River Thames,Nº 1 Bar,51.5060052,-0.08685,172.47853546
London Bridge,51.5048764,-0.0851473,River Thames,Nº 1 Bar,51.5060052,-0.08685,172.47853546
London Bridge,51.5054118,-0.0886993,River Thames,The Sheaf,51.5048141,-0.0911485,182.59434291
London Bridge,51.5048764,-0.0851473,River Thames,The Telephone Exchange,51.5050863,-0.0879148,193.56954662
London Bridge,51.5048764,-0.0851473,River Thames,The Telephone Exchange,51.5050863,-0.0879148,193.56954662
London Bridge,51.5048764,-0.0851473,River Thames,The Horniman,51.5061115,-0.0829214,206.80475455
London Cannon Street,51.5106685,-0.0906046,River Thames,The Sir John Hawkshaw,51.510926,-0.0899801,51.96584315
London Cannon Street,51.5106685,-0.0906046,River Thames,The Sir John Hawkshaw,51.510926,-0.0899801,51.96584315
London Cannon Street,51.5106685,-0.0906046,River Thames,The Cannick Tapps,51.5116546,-0.0897347,125.23484152
London Cannon Street,51.5106685,-0.0906046,River Thames,The Cannick Tapps,51.5116546,-0.0897347,125.23484152
London Cannon Street,51.5106685,-0.0906046,River Thames,The Banker,51.5093933,-0.0916244,158.56068352
London Euston,51.5288526,-0.1341909,River Fleet,The Captain Flinders,51.5289697,-0.1323497,128.43546834
London Euston,51.5288526,-0.1341909,River Fleet,The Captain Flinders,51.5289697,-0.1323497,128.43546834
London Euston,51.5288526,-0.1341909,River Fleet,The Signal Box,51.5280324,-0.1328679,129.44832682
London Euston,51.5288526,-0.1341909,River Fleet,The Signal Box,51.5280324,-0.1328679,129.44832682
London Euston,51.5288526,-0.1341909,River Fleet,Doric Arch,51.527798,-0.131988,192.71227922
London Fenchurch Street,51.5113281,-0.0774191,River Thames,The Cheshire Cheese,51.5114165,-0.0776978,21.70452399
London Fenchurch Street,51.5113281,-0.0774191,River Thames,The Cheshire Cheese,51.5114165,-0.0776978,21.70452399
London Fenchurch Street,51.5113281,-0.0774191,River Thames,Feeney's 5 Lloyds Avenue,51.5118019,-0.0774811,52.88949891
London Fenchurch Street,51.5113281,-0.0774191,River Thames,Feeney's 5 Lloyds Avenue,51.5118019,-0.0774811,52.88949891
London Fenchurch Street,51.5113281,-0.0774191,River Thames,The Windsor,51.5113698,-0.0794105,138.32732187
London King's Cross,51.5323954,-0.1230224,River Fleet,Camino,51.5312173,-0.1216741,161.04045389
London King's Cross,51.5323954,-0.1230224,River Fleet,Camino,51.5312173,-0.1216741,161.04045389
London King's Cross,51.5323954,-0.1230224,River Fleet,Central Station,51.5334362,-0.120925,185.98630938
London King's Cross,51.5323954,-0.1230224,River Fleet,Central Station,51.5334362,-0.120925,185.98630938
London King's Cross,51.5323954,-0.1230224,River Fleet,The Scottish Stores,51.5310789,-0.1208228,211.54547613
London Liverpool Street,51.5182105,-0.0814269,River Thames,Hamilton Hall,51.5174006,-0.0809601,95.75674015
London Liverpool Street,51.5182105,-0.0814269,River Thames,Hamilton Hall,51.5174006,-0.0809601,95.75674015
London Liverpool Street,51.5182105,-0.0814269,River Thames,The Bull,51.516962,-0.0803573,157.50284489
London Liverpool Street,51.5182105,-0.0814269,River Thames,The Bull,51.516962,-0.0803573,157.50284489
London Liverpool Street,51.5182105,-0.0814269,River Thames,The Botanist,51.5189552,-0.0836417,174.63967603
London St. Pancras International,51.5327196,-0.1270027,River Fleet,The Barrel Vault,51.5327455,-0.1262925,49.36549418
London St. Pancras International,51.5327196,-0.1270027,River Fleet,The Barrel Vault,51.5327455,-0.1262925,49.36549418
London St. Pancras International,51.5327196,-0.1270027,River Fleet,The Station Pantry,51.5316422,-0.1262534,130.66091398
London St. Pancras International,51.5327196,-0.1270027,River Fleet,The Station Pantry,51.5316422,-0.1262534,130.66091398
London St. Pancras International,51.5327196,-0.1270027,River Fleet,Betjeman Arms,51.5303041,-0.1247771,309.96051178
London Victoria,51.4947328,-0.1445802,River Thames,Wetherspoons,51.495106,-0.1441475,51.2546902
London Victoria,51.4947328,-0.1445802,River Thames,Wetherspoons,51.495106,-0.1441475,51.2546902
London Victoria,51.4947328,-0.1445802,River Thames,Sports Bar and Grill,51.4957277,-0.1440761,116.09458257
London Victoria,51.4947328,-0.1445802,River Thames,Sports Bar and Grill,51.4957277,-0.1440761,116.09458257
London Victoria,51.4947328,-0.1445802,River Thames,The Beer House,51.495503,-0.143319,122.5337082
London Waterloo,51.5028379,-0.112801,River Thames,The Wellington,51.5036385,-0.111312,136.46765818
London Waterloo,51.5028379,-0.112801,River Thames,The Wellington,51.5036385,-0.111312,136.46765818
London Waterloo,51.5028379,-0.112801,River Thames,Hole In the Wall,51.5041063,-0.1137203,154.88453679
London Waterloo,51.5028379,-0.112801,River Thames,Hole In the Wall,51.5041063,-0.1137203,154.88453679
London Waterloo,51.5028379,-0.112801,River Thames,Fire Station,51.5025205,-0.1105989,156.9307787
Lower Sydenham,51.4247446,-0.0332998,Pool River,Railway Tavern,51.4279898,-0.0332121,361.10088416
Lower Sydenham,51.4247446,-0.0332998,Pool River,Railway Tavern,51.4279898,-0.0332121,361.10088416
Lower Sydenham,51.4247446,-0.0332998,Pool River,Prince Alfred,51.4257348,-0.0436314,727.00030899
Lower Sydenham,51.4247446,-0.0332998,Pool River,Prince Alfred,51.4257348,-0.0436314,727.00030899
Lower Sydenham,51.4247446,-0.0332998,Pool River,Prince Of Wales,51.4337416,-0.0424685,1186.83037235
Mansion House,51.5118924,-0.0952228,River Thames,The Sea Horse,51.5121486,-0.0955817,37.85875549
Mansion House,51.5118924,-0.0952228,River Thames,The Sea Horse,51.5121486,-0.0955817,37.85875549
Mansion House,51.5118924,-0.0952228,River Thames,Sugar Loaf,51.5122519,-0.0928038,172.6297047
Mansion House,51.5118924,-0.0952228,River Thames,Sugar Loaf,51.5122519,-0.0928038,172.6297047
Mansion House,51.5118924,-0.0952228,River Thames,The Bolter,51.5117408,-0.0926706,177.98125717
Maryland,51.5460532,0.0059223,Channelsea River,Cheers Bar & Lounge,51.5461024,0.0046061,91.46935209
Maryland,51.5460532,0.0059223,Channelsea River,Cheers Bar & Lounge,51.5461024,0.0046061,91.46935209
Maryland,51.5460532,0.0059223,Channelsea River,012 Bar & Grill Restaurant,51.542752,0.0032106,412.66032368
Maryland,51.5460532,0.0059223,Channelsea River,012 Bar & Grill Restaurant,51.542752,0.0032106,412.66032368
Maryland,51.5460532,0.0059223,Channelsea River,The Sportsman,51.5424567,0.0028343,453.8784585
Maze Hill,51.4826479,0.00375,River Thames,The Plume of Feathers,51.481845,-0.0011257,350.28430635
Maze Hill,51.4826479,0.00375,River Thames,The Plume of Feathers,51.481845,-0.0011257,350.28430635
Maze Hill,51.4826479,0.00375,River Thames,The Cutty Sark,51.4863743,-0.0004177,505.66617356
Maze Hill,51.4826479,0.00375,River Thames,The Cutty Sark,51.4863743,-0.0004177,505.66617356
Maze Hill,51.4826479,0.00375,River Thames,The River Ale House,51.4862674,0.0132944,775.70931637
Mile End,51.5253378,-0.033435,St Thomas Creek,The Morgan Arms,51.5278869,-0.0309851,330.66864982
Mile End,51.5253378,-0.033435,St Thomas Creek,The Morgan Arms,51.5278869,-0.0309851,330.66864982
Mile End,51.5253378,-0.033435,St Thomas Creek,Young Prince,51.5319557,-0.034095,737.72003537
Mile End,51.5253378,-0.033435,St Thomas Creek,Young Prince,51.5319557,-0.034095,737.72003537
Mile End,51.5253378,-0.033435,St Thomas Creek,Star of the East,51.5122205,-0.0287538,1495.1419317
Monument,51.5106328,-0.0861271,River Thames,The Hydrant,51.5102756,-0.0862062,40.11898409
Monument,51.5106328,-0.0861271,River Thames,The Hydrant,51.5102756,-0.0862062,40.11898409
Monument,51.5106328,-0.0861271,River Thames,The Monument,51.5100863,-0.0862828,61.75588756
Monument,51.5106328,-0.0861271,River Thames,The Monument,51.5100863,-0.0862828,61.75588756
Monument,51.5106328,-0.0861271,River Thames,The Britannia,51.5099446,-0.085924,77.855249
Moorgate,51.5182516,-0.0890625,River Thames,Keats at the Globe,51.5178081,-0.0886388,57.44301262
Moorgate,51.5182516,-0.0890625,River Thames,Keats at the Globe,51.5178081,-0.0886388,57.44301262
Moorgate,51.5182516,-0.0890625,River Thames,Bangers,51.5189603,-0.0860074,226.24570893
Moorgate,51.5182516,-0.0890625,River Thames,Bangers,51.5189603,-0.0860074,226.24570893
Moorgate,51.5182516,-0.0890625,River Thames,The Telegraph,51.5157141,-0.0886215,283.9723589
Mornington Crescent,51.5340608,-0.1380918,River Fleet,Escape Sports Bar & Restaurant,51.5327738,-0.1373878,151.2932072
Mornington Crescent,51.5340608,-0.1380918,River Fleet,Escape Sports Bar & Restaurant,51.5327738,-0.1373878,151.2932072
Mornington Crescent,51.5340608,-0.1380918,River Fleet,Eastnor Castle,51.5333448,-0.1342188,280.30270126
Mornington Crescent,51.5340608,-0.1380918,River Fleet,Eastnor Castle,51.5333448,-0.1342188,280.30270126
Mornington Crescent,51.5340608,-0.1380918,River Fleet,White mustache,51.5303666,-0.1411399,462.24181775
Mudchute,51.4915188,-0.0149135,River Thames,The Space Bar,51.4921523,-0.0241157,642.99428764
Mudchute,51.4915188,-0.0149135,River Thames,The Space Bar,51.4921523,-0.0241157,642.99428764
Mudchute,51.4915188,-0.0149135,River Thames,The Sail Loft,51.4830101,-0.0141616,948.09703953
Mudchute,51.4915188,-0.0149135,River Thames,The Sail Loft,51.4830101,-0.0141616,948.09703953
Mudchute,51.4915188,-0.0149135,River Thames,The Gipsy Moth,51.4822685,-0.0097961,1088.82149806
New Beckenham,51.4169395,-0.0352069,Pool River,Kent House Tavern,51.4164144,-0.045372,709.56525506
New Beckenham,51.4169395,-0.0352069,Pool River,Kent House Tavern,51.4164144,-0.045372,709.56525506
New Beckenham,51.4169395,-0.0352069,Pool River,Patrick's,51.4106029,-0.0247443,1013.33187352
New Beckenham,51.4169395,-0.0352069,Pool River,Patrick's,51.4106029,-0.0247443,1013.33187352
New Beckenham,51.4169395,-0.0352069,Pool River,O'Neils,51.4104781,-0.024671,1026.6756238
New Cross,51.4763706,-0.0326237,River Ravensbourne,Amersham Arms,51.4757315,-0.0325764,71.18048982
New Cross,51.4763706,-0.0326237,River Ravensbourne,Amersham Arms,51.4757315,-0.0325764,71.18048982
New Cross,51.4763706,-0.0326237,River Ravensbourne,The Shirker's Rest,51.4754484,-0.0356579,234.45014626
New Cross,51.4763706,-0.0326237,River Ravensbourne,The Shirker's Rest,51.4754484,-0.0356579,234.45014626
New Cross,51.4763706,-0.0326237,River Ravensbourne,Marquis of Granby,51.4755875,-0.0359293,245.63402336
New Cross Gate,51.4752983,-0.0404289,River Ravensbourne,New Cross Inn,51.4757953,-0.0370911,238.40371178
New Cross Gate,51.4752983,-0.0404289,River Ravensbourne,New Cross Inn,51.4757953,-0.0370911,238.40371178
New Cross Gate,51.4752983,-0.0404289,River Ravensbourne,Marquis of Granby,51.4755875,-0.0359293,314.27386329
New Cross Gate,51.4752983,-0.0404289,River Ravensbourne,Marquis of Granby,51.4755875,-0.0359293,314.27386329
New Cross Gate,51.4752983,-0.0404289,River Ravensbourne,The Shirker's Rest,51.4754484,-0.0356579,331.89962166
Nine Elms,51.4801837,-0.1296937,River Thames,The Nottingham Castle,51.4787002,-0.1288063,176.18815899
Nine Elms,51.4801837,-0.1296937,River Thames,The Nottingham Castle,51.4787002,-0.1288063,176.18815899
Nine Elms,51.4801837,-0.1296937,River Thames,Nolan's,51.4795759,-0.1259483,268.84058323
Nine Elms,51.4801837,-0.1296937,River Thames,Nolan's,51.4795759,-0.1259483,268.84058323
Nine Elms,51.4801837,-0.1296937,River Thames,The Cavendish Arms,51.4764537,-0.1276913,437.68648154
Norbury,51.4113697,-0.1218018,River Graveney,The Pied Bull,51.4194298,-0.1282304,1002.0737236
Norbury,51.4113697,-0.1218018,River Graveney,The Pied Bull,51.4194298,-0.1282304,1002.0737236
Norbury,51.4113697,-0.1218018,River Graveney,The Furzedown,51.4242687,-0.1420041,2008.62852084
Norbury,51.4113697,-0.1218018,River Graveney,The Furzedown,51.4242687,-0.1420041,2008.62852084
Norbury,51.4113697,-0.1218018,River Graveney,The Leigham Arms,51.4301215,-0.1271884,2119.63744287
North Greenwich,51.500574,0.0043201,River Thames,BrewDog,51.5046438,-0.0146973,1395.97734352
North Greenwich,51.500574,0.0043201,River Thames,BrewDog,51.5046438,-0.0146973,1395.97734352
North Greenwich,51.500574,0.0043201,River Thames,Husk Brewery & Taproom,51.5133965,0.0094776,1470.85936965
North Greenwich,51.500574,0.0043201,River Thames,Husk Brewery & Taproom,51.5133965,0.0094776,1470.85936965
North Greenwich,51.500574,0.0043201,River Thames,The Tommy Flowers,51.513588,-0.0053807,1596.89750857
Old Street,51.5256284,-0.0876094,River Fleet,Loves Company,51.5261376,-0.0879714,61.97345759
Old Street,51.5256284,-0.0876094,River Fleet,Loves Company,51.5261376,-0.0879714,61.97345759
Old Street,51.5256284,-0.0876094,River Fleet,Sports Bar & Grill,51.525197,-0.0900377,175.23010352
Old Street,51.5256284,-0.0876094,River Fleet,Sports Bar & Grill,51.525197,-0.0900377,175.23010352
Old Street,51.5256284,-0.0876094,River Fleet,The Masque Haunt,51.5251618,-0.0905437,210.15871436
Oval,51.4818339,-0.1123953,River Thames,The Hanover Arms,51.4813791,-0.1130873,69.79458785
Oval,51.4818339,-0.1123953,River Thames,The Hanover Arms,51.4813791,-0.1130873,69.79458785
Oval,51.4818339,-0.1123953,River Thames,The Derby,51.4811678,-0.1132925,96.83373373
Oval,51.4818339,-0.1123953,River Thames,The Derby,51.4811678,-0.1132925,96.83373373
Oval,51.4818339,-0.1123953,River Thames,Canterbury Arms,51.4827551,-0.1027726,676.27552975
Oxford Circus,51.5154418,-0.1419563,River Thames,The Argyll Arms,51.5150632,-0.141263,63.95703387
Oxford Circus,51.5154418,-0.1419563,River Thames,The Argyll Arms,51.5150632,-0.141263,63.95703387
Oxford Circus,51.5154418,-0.1419563,River Thames,The Wigmore,51.5174615,-0.1431601,239.7423515
Oxford Circus,51.5154418,-0.1419563,River Thames,The Wigmore,51.5174615,-0.1431601,239.7423515
Oxford Circus,51.5154418,-0.1419563,River Thames,The Ganton Arms,51.5130058,-0.1391809,332.52713504
Parsons Green,51.4750837,-0.201549,River Thames,The Brown Cow,51.4751367,-0.2063716,335.11809803
Parsons Green,51.4750837,-0.201549,River Thames,The Brown Cow,51.4751367,-0.2063716,335.11809803
Parsons Green,51.4750837,-0.201549,River Thames,The Fest,51.4750782,-0.2064016,337.1513372
Parsons Green,51.4750837,-0.201549,River Thames,The Fest,51.4750782,-0.2064016,337.1513372
Parsons Green,51.4750837,-0.201549,River Thames,The Durrell Arms,51.4742491,-0.2072711,408.26549738
Penge East,51.4193151,-0.0541364,Pool River,Kent House Tavern,51.4164144,-0.045372,689.84076584
Penge East,51.4193151,-0.0541364,Pool River,Kent House Tavern,51.4164144,-0.045372,689.84076584
Penge East,51.4193151,-0.0541364,Pool River,The Pavillion,51.4267585,-0.0549107,829.8751538
Penge East,51.4193151,-0.0541364,Pool River,The Pavillion,51.4267585,-0.0549107,829.8751538
Penge East,51.4193151,-0.0541364,Pool River,The Greyhound,51.4270033,-0.0555319,860.85121329
Penge West,51.4175147,-0.0607007,Pool River,Kent House Tavern,51.4164144,-0.045372,1073.36943726
Penge West,51.4175147,-0.0607007,Pool River,Kent House Tavern,51.4164144,-0.045372,1073.36943726
Penge West,51.4175147,-0.0607007,Pool River,The Pavillion,51.4267585,-0.0549107,1104.47951627
Penge West,51.4175147,-0.0607007,Pool River,The Pavillion,51.4267585,-0.0549107,1104.47951627
Penge West,51.4175147,-0.0607007,Pool River,The Greyhound,51.4270033,-0.0555319,1115.2120191
Piccadilly Circus,51.5098192,-0.1345484,River Thames,Three Crowns,51.5086113,-0.1351466,140.65952216
Piccadilly Circus,51.5098192,-0.1345484,River Thames,Three Crowns,51.5086113,-0.1351466,140.65952216
Piccadilly Circus,51.5098192,-0.1345484,River Thames,Waxy O'Connor's London,51.5107981,-0.1323302,188.61850383
Piccadilly Circus,51.5098192,-0.1345484,River Thames,Waxy O'Connor's London,51.5107981,-0.1323302,188.61850383
Piccadilly Circus,51.5098192,-0.1345484,River Thames,The Crown,51.5111757,-0.1363142,194.43659098
Pimlico,51.4892267,-0.1334879,River Thames,Pride of Pimlico,51.4898941,-0.1353645,150.00851777
Pimlico,51.4892267,-0.1334879,River Thames,Pride of Pimlico,51.4898941,-0.1353645,150.00851777
Pimlico,51.4892267,-0.1334879,River Thames,The Grosvenor,51.4866135,-0.1315923,319.16265051
Pimlico,51.4892267,-0.1334879,River Thames,The Grosvenor,51.4866135,-0.1315923,319.16265051
Pimlico,51.4892267,-0.1334879,River Thames,Cask,51.491093,-0.1373223,337.6992742
Plaistow,51.5311544,0.0166833,Channelsea River,The Lamb,51.5353993,0.0215447,580.3812913
Plaistow,51.5311544,0.0166833,Channelsea River,The Lamb,51.5353993,0.0215447,580.3812913
Plaistow,51.5311544,0.0166833,Channelsea River,The Abbey Arms,51.5222325,0.0225555,1073.03626774
Plaistow,51.5311544,0.0166833,Channelsea River,The Abbey Arms,51.5222325,0.0225555,1073.03626774
Plaistow,51.5311544,0.0166833,Channelsea River,The Abbey Tap,51.5402372,0.0002018,1526.10152732
Pontoon Dock,51.5022501,0.0332232,River Thames,The Windjammer,51.4994426,0.031017,347.90199436
Pontoon Dock,51.5022501,0.0332232,River Thames,The Windjammer,51.4994426,0.031017,347.90199436
Pontoon Dock,51.5022501,0.0332232,River Thames,Fox @ Excel,51.5088147,0.0255735,903.07007254
Pontoon Dock,51.5022501,0.0332232,River Thames,Fox @ Excel,51.5088147,0.0255735,903.07007254
Pontoon Dock,51.5022501,0.0332232,River Thames,Custom House Pub,51.5100773,0.0264883,988.44325647
Poplar,51.5077131,-0.0172859,River Thames,Sports Bar & Grill,51.5062159,-0.0185144,187.14313792
Poplar,51.5077131,-0.0172859,River Thames,Sports Bar & Grill,51.5062159,-0.0185144,187.14313792
Poplar,51.5077131,-0.0172859,River Thames,The Manor Arms,51.5107112,-0.0191418,357.58357558
Poplar,51.5077131,-0.0172859,River Thames,The Manor Arms,51.5107112,-0.0191418,357.58357558
Poplar,51.5077131,-0.0172859,River Thames,BrewDog,51.5046438,-0.0146973,385.89377527
